index,zone,type,type,name,usage(KB),total(KB)
733,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_up_left20,1.5,1.5
734,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_up_left40,1.5,1.5
735,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_level_center,1.5,1.5
736,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_level_right20,1.5,1.5
737,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_level_right40,1.5,1.5
738,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_level_left20,1.5,1.5
739,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_level_left40,1.5,1.5
740,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left45,1.5,1.5
741,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left30,1.5,1.5
742,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_left15,1.5,1.5
743,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_center,1.5,1.5
744,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right15,1.5,1.5
745,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right30,1.5,1.5
746,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_down_right45,1.5,1.5
747,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left45,1.5,1.5
748,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left30,1.5,1.5
749,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_left15,1.5,1.5
750,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_center,1.5,1.5
751,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right15,1.5,1.5
752,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right30,1.5,1.5
753,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_level_right45,1.5,1.5
754,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left45,1.5,1.5
755,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left30,1.5,1.5
756,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_left15,1.5,1.5
757,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_center,1.5,1.5
758,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right15,1.5,1.5
759,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right30,1.5,1.5
760,common_mp,  xanim,xanim,pb_saw_gunner_lowwall_aim_up_right45,1.5,1.5
761,common_mp,  techset,techset,sm2/effect_zfeather,2.4,2.4
762,common_mp,  techset,techset,sm2/effect,1.3,1.3
763,common_mp,  techset,techset,effect_zfeather,2.1,2.1
764,common_mp,  techset,techset,effect,1.2,1.2
765,common_mp,  techset,techset,sm2/mc_l_sm_b0c0n0,33.6,33.6
766,common_mp,  techset,techset,sm2/mc_l_sm_b0c0,25.4,25.4
767,common_mp,  techset,techset,sm2/mc_l_hsm_b0c0,12.6,12.6
768,common_mp,  techset,techset,sm2/mc_l_hsm_b0c0n0,14.8,14.8
769,common_mp,  techset,techset,mc_l_sm_b0c0n0,44.3,44.3
770,common_mp,  techset,techset,mc_l_sm_b0c0,35.4,35.4
771,common_mp,  techset,techset,mc_l_hsm_b0c0,15.5,15.5
772,common_mp,  techset,techset,mc_l_hsm_b0c0n0,17.6,17.6
773,common_mp,  techset,techset,sm2/wc_l_sm_b0c0n0,15.2,15.2
774,common_mp,  techset,techset,sm2/wc_l_sm_b0c0,11.1,11.1
775,common_mp,  techset,techset,sm2/wc_l_hsm_b0c0,6.0,6.0
776,common_mp,  techset,techset,sm2/wc_l_hsm_b0c0n0,7.3,7.3
777,common_mp,  techset,techset,wc_l_sm_b0c0n0,21.0,21.0
778,common_mp,  techset,techset,wc_l_sm_b0c0,16.1,16.1
779,common_mp,  techset,techset,wc_l_hsm_b0c0,7.5,7.5
780,common_mp,  techset,techset,wc_l_hsm_b0c0n0,8.7,8.7
781,common_mp,  xmodel,xmodel,fx_wood_splinter01,0.8,1.0
782,common_mp,  xmodel,xmodel,fx_wood_splinter02,2.0,2.0
783,common_mp,  techset,techset,sm2/effect_add_nofog,1.0,1.0
784,common_mp,  fx,fx,impacts/distant_grain,2.2,2.4
785,common_mp,  fx,fx,impacts/large_woodhit,4.0,5.1
786,common_mp,  fx,fx,impacts/brickimpact_em2,1.3,1.3
787,common_mp,  fx,fx,impacts/small_brick,3.4,4.4
788,common_mp,  fx,fx,impacts/default_hit,2.2,2.7
789,common_mp,  fx,fx,impacts/cloth_hit,2.6,2.6
790,common_mp,  fx,fx,impacts/distant_conc,2.2,2.2
791,common_mp,  fx,fx,impacts/small_concrete_1,7.9,9.2
792,common_mp,  fx,fx,impacts/small_dirt_1,9.6,9.9
793,common_mp,  fx,fx,impacts/small_foliage,2.6,3.0
794,common_mp,  techset,techset,mc_l_sm_b0c0s0,40.2,40.2
795,common_mp,  techset,techset,mc_l_hsm_b0c0s0,20.0,20.0
796,common_mp,  techset,techset,wc_l_sm_b0c0s0,19.3,19.3
797,common_mp,  techset,techset,wc_l_hsm_b0c0s0,9.8,9.8
798,common_mp,  techset,techset,mc_l_sm_b0c0n0s0,45.1,45.1
799,common_mp,  techset,techset,mc_l_hsm_b0c0n0s0,22.0,22.0
800,common_mp,  fx,fx,impacts/small_glass,3.8,4.7
801,common_mp,  fx,fx,impacts/small_grass,4.0,4.6
802,common_mp,  fx,fx,impacts/small_gravel,2.8,3.2
803,common_mp,  fx,fx,impacts/small_snowhit,2.8,3.1
804,common_mp,  techset,techset,sm2/effect_zfeather_add_nofog,1.5,1.5
805,common_mp,  techset,techset,effect_zfeather_add_nofog,1.4,1.4
806,common_mp,  techset,techset,wc_l_sm_b0c0n0s0,22.4,22.4
807,common_mp,  techset,techset,wc_l_hsm_b0c0n0s0,11.0,11.0
808,common_mp,  fx,fx,impacts/small_metalhit_1,4.7,5.9
809,common_mp,  fx,fx,impacts/decal_mudsplash,0.6,1.4
810,common_mp,  fx,fx,impacts/small_mud,4.5,4.8
811,common_mp,  fx,fx,impacts/small_plaster_1,5.3,5.9
812,common_mp,  fx,fx,impacts/small_rock_1,5.8,6.4
813,common_mp,  fx,fx,impacts/small_waterhit,3.2,3.5
814,common_mp,  fx,fx,impacts/small_asphalt,6.4,6.5
815,common_mp,  fx,fx,impacts/small_ceramic,5.3,5.8
816,common_mp,  fx,fx,impacts/large_plastic,2.2,3.2
817,common_mp,  fx,fx,impacts/cushion_hit,3.0,3.2
818,common_mp,  fx,fx,impacts/large_metal_painted_hit,4.7,4.7
819,common_mp,  fx,fx,impacts/flesh_hit_body_nonfatal,1.7,1.7
820,common_mp,  fx,fx,impacts/flesh_hit_body_fatal_exit,2.0,2.1
821,common_mp,  fx,fx,impacts/exit_tracer,1.3,1.4
822,common_mp,  xmodel,xmodel,fx_watermelonmeat_01,3.4,3.6
823,common_mp,  xmodel,xmodel,fx_watermelonmeat_02,2.8,2.8
824,common_mp,  xmodel,xmodel,fx_watermelonmeat_03,2.8,2.8
825,common_mp,  xmodel,xmodel,fx_watermelonmeat_04,2.9,2.9
826,common_mp,  fx,fx,impacts/flesh_hit_splat,0.6,1.8
827,common_mp,  fx,fx,impacts/flesh_hit_head_fatal_exit,4.2,4.2
828,common_mp,  fx,fx,impacts/large_brick,3.4,3.8
829,common_mp,  fx,fx,impacts/large_concrete_1,7.6,7.6
830,common_mp,  fx,fx,impacts/large_dirt_1,9.6,9.6
831,common_mp,  fx,fx,impacts/large_glass,3.9,3.9
832,common_mp,  fx,fx,impacts/large_gravel,4.0,4.0
833,common_mp,  fx,fx,impacts/large_metalhit_1,4.7,4.7
834,common_mp,  fx,fx,impacts/large_mud,4.4,4.4
835,common_mp,  fx,fx,impacts/large_plaster_1,5.8,5.8
836,common_mp,  fx,fx,impacts/large_rock_1,5.3,5.3
837,common_mp,  fx,fx,impacts/large_waterhit,3.2,3.2
838,common_mp,  fx,fx,impacts/large_asphalt,6.5,6.5
839,common_mp,  fx,fx,impacts/large_ceramic,5.8,5.8
840,common_mp,  fx,fx,impacts/distant_grain_large,2.2,2.2
841,common_mp,  fx,fx,impacts/20mm_wood_impact,5.3,5.3
842,common_mp,  fx,fx,impacts/20mm_brick_impact,7.0,7.0
843,common_mp,  fx,fx,impacts/20mm_concrete_impact,7.0,7.0
844,common_mp,  fx,fx,impacts/20mm_dirt_impact,7.2,7.2
845,common_mp,  fx,fx,impacts/distant_conc_large,2.2,2.3
846,common_mp,  fx,fx,impacts/20mm_glass_impact,4.4,4.4
847,common_mp,  fx,fx,impacts/20mm_default_impact,7.0,7.0
848,common_mp,  fx,fx,impacts/20mm_snow_impact,2.6,2.6
849,common_mp,  fx,fx,impacts/20mm_metal_impact,4.7,5.5
850,common_mp,  fx,fx,impacts/20mm_plaster_impact,7.0,7.0
851,common_mp,  fx,fx,impacts/20mm_rock_impact,7.0,7.0
852,common_mp,  fx,fx,impacts/20mm_water_impact,3.0,3.0
853,common_mp,  fx,fx,impacts/20mm_ceramic_impact,7.0,7.0
854,common_mp,  fx,fx,explosions/grenade_flash,3.0,3.3
855,common_mp,  techset,techset,sm2/distortion_scale_zfeather,2.4,2.4
856,common_mp,  techset,techset,sm2/distortion_scale,1.8,1.8
857,common_mp,  techset,techset,distortion_scale_zfeather,2.2,2.2
858,common_mp,  techset,techset,distortion_scale,1.8,1.8
859,common_mp,  fx,fx,explosions/grenadeexp_default,6.2,6.5
860,common_mp,  fx,fx,smoke/grenade_smoke,1.6,1.9
861,common_mp,  fx,fx,explosions/grenadeexp_wood,6.6,6.7
862,common_mp,  fx,fx,explosions/grenadeexp_blacktop,7.6,7.6
863,common_mp,  fx,fx,explosions/grenadeexp_concrete_1,23.3,23.3
864,common_mp,  fx,fx,explosions/grenadeexp_dirt_1,23.7,23.9
865,common_mp,  fx,fx,impacts/flesh_hit,2.8,2.9
866,common_mp,  fx,fx,explosions/grenadeexp_mud,8.2,8.2
867,common_mp,  fx,fx,explosions/grenadeexp_metal,9.4,9.4
868,common_mp,  techset,techset,sm2/particle_cloud_outdoor,1.2,1.2
869,common_mp,  techset,techset,particle_cloud_outdoor,1.1,1.1
870,common_mp,  fx,fx,explosions/grenadeexp_snow,20.1,20.5
871,common_mp,  fx,fx,explosions/grenadeexp_water,6.1,6.4
872,common_mp,  fx,fx,explosions/default_explosion,12.1,12.1
873,common_mp,  fx,fx,explosions/mortarexp_water,9.4,9.8
874,common_mp,  fx,fx,impacts/impact_em,1.3,1.3
875,common_mp,  fx,fx,impacts/large_plaster,4.5,4.5
876,common_mp,  fx,fx,impacts/large_rock,4.3,4.3
877,common_mp,  fx,fx,impacts/large_dirt,3.4,3.4
878,common_mp,  impactfx,impactfx,,1.6,1.6
879,common_mp,  xmodel,xmodel,fx,5.1,5.1
880,common_mp,  fx,fx,distortion/distortion_tank_muzzleflash,1.1,1.3
881,common_mp,  techset,techset,sm2/mc_l_sm_r0c0n0s0,20.8,20.8
882,common_mp,  techset,techset,sm2/mc_l_hsm_r0c0n0,9.2,9.2
883,common_mp,  techset,techset,mc_l_sm_r0c0n0s0,36.5,36.5
884,common_mp,  techset,techset,mc_l_sm_r0c0n0,21.1,21.1
885,common_mp,  techset,techset,mc_l_hsm_r0c0n0,11.6,11.6
886,common_mp,  techset,techset,mc_l_hsm_r0c0n0s0,15.5,15.5
887,common_mp,  xmodel,xmodel,fx_me_brick_01,4.5,4.8
888,common_mp,  xmodel,xmodel,fx_me_brick_01_piece01,4.4,4.4
889,common_mp,  xmodel,xmodel,fx_me_brick_01_piece02,4.4,4.4
890,common_mp,  xmodel,xmodel,fx_rock_small,1.3,1.5
891,common_mp,  fx,fx,breakables/exp_wall_cinderblock_96,14.1,14.2
892,common_mp,  fx,fx,treadfx/tread_dust_brown,1.8,1.8
893,common_mp,  fx,fx,fire/tank_fire_engine,0.9,1.1
894,common_mp,  fx,fx,fire/tank_fire_turret_small,3.1,3.1
895,common_mp,  fx,fx,impacts/flesh_hit_noblood,2.8,2.8
896,common_mp,  fx,fx,impacts/flesh_hit_knife,2.0,2.0
897,common_mp,  fx,fx,impacts/flesh_hit_knife_noblood,2.8,2.8
898,common_mp,  fx,fx,misc/insects_carcass_flies,1.3,1.4
899,common_mp,  techset,techset,sm2/effect_zfeather_falloff_add_nofog,1.5,1.5
900,common_mp,  techset,techset,sm2/effect_falloff_add_nofog,1.2,1.2
901,common_mp,  techset,techset,effect_zfeather_falloff_add_nofog,1.4,1.4
902,common_mp,  techset,techset,effect_falloff_add_nofog,1.1,1.1
903,common_mp,  fx,fx,misc/ui_pickup_available,2.7,3.3
904,common_mp,  fx,fx,misc/ui_pickup_unavailable,2.7,2.7
905,common_mp,  fx,fx,misc/ui_flagbase_silver,1.7,1.7
906,common_mp,  fx,fx,misc/ui_flagbase_black,1.6,1.6
907,common_mp,  fx,fx,misc/ui_flagbase_red,1.6,1.6
908,common_mp,  fx,fx,misc/ui_flagbase_gold,1.6,1.6
909,common_mp,  fx,fx,misc/light_c4_blink,1.6,1.8
910,common_mp,  fx,fx,misc/claymore_laser,2.1,2.1
911,common_mp,  fx,fx,props/crateexp_dust,7.5,7.6
912,common_mp,  fx,fx,props/barrel_fire,1.2,1.4
913,common_mp,  techset,techset,sm2/effect_zfeather_falloff_add,1.6,1.6
914,common_mp,  techset,techset,sm2/effect_falloff_add,1.4,1.4
915,common_mp,  techset,techset,effect_zfeather_falloff_add,1.5,1.5
916,common_mp,  techset,techset,effect_falloff_add,1.3,1.3
917,common_mp,  fx,fx,fire/fire_barrel_fragm_a,1.2,1.2
918,common_mp,  fx,fx,fire/fire_barrel_fragm_b,1.3,1.3
919,common_mp,  fx,fx,fire/fire_barrel_fragm_c,1.2,1.2
920,common_mp,  fx,fx,props/barrelexp,17.8,18.5
921,common_mp,  fx,fx,impacts/small_metalhit,3.2,3.2
922,common_mp,  fx,fx,props/crateexp_ammo,5.2,5.2
923,common_mp,  techset,techset,sm2/effect_add_eyeoffset,1.1,1.1
924,common_mp,  techset,techset,effect_add_eyeoffset,1.0,1.0
925,common_mp,  fx,fx,props/glow_latern,1.4,1.5
926,common_mp,  fx,fx,smoke/battlefield_smokebank_s,1.1,1.1
927,common_mp,  fx,fx,smoke/damaged_vehicle_smoke,2.2,2.2
928,common_mp,  fx,fx,smoke/thin_black_smoke_m,2.9,2.9
929,common_mp,  fx,fx,smoke/thin_light_smoke_l,2.9,2.9
930,common_mp,  fx,fx,smoke/thin_light_smoke_m,3.0,3.0
931,common_mp,  fx,fx,explosions/artilleryexp_dirt_brown,8.2,8.3
932,common_mp,  fx,fx,fire/firelp_small_pm,4.6,4.8
933,common_mp,  fx,fx,fire/firelp_small_pm_a,3.1,3.2
934,common_mp,  fx,fx,fire/firelp_small_pm_spawner,1.4,1.4
935,common_mp,  fx,fx,explosions/small_vehicle_explosion,6.0,6.0
936,common_mp,  fx,fx,explosions/large_vehicle_explosion,26.0,26.0
937,common_mp,  fx,fx,explosions/wall_explosion_pm_a,36.3,36.6
938,common_mp,  xmodel,xmodel,projectile_cbu97_clusterbomb_tail,44.3,44.6
939,common_mp,  fx,fx,explosions/clusterbomb_exp,7.9,7.9
940,common_mp,  xmodel,xmodel,projectile_cbu97_clusterbomb_shell,10.6,10.6
941,common_mp,  fx,fx,explosions/clusterbomb,20.0,20.1
942,common_mp,  xmodel,xmodel,projectile_cbu97_clusterbomb,42.7,42.7
943,common_mp,  rawfile,rawfile,common_scripts/utility.gsc,25.1,25.1
944,common_mp,  rawfile,rawfile,createfx.cfg,1.2,1.2
945,common_mp,  rawfile,rawfile,info/bullet_penetration_mp,1.3,1.3
946,common_mp,  rawfile,rawfile,maps/mp/_createfx.gsc,41.4,41.4
947,common_mp,  rawfile,rawfile,maps/mp/_createfxmenu.gsc,12.3,12.3
948,common_mp,  rawfile,rawfile,maps/mp/_art.gsc,24.9,24.9
949,common_mp,  rawfile,rawfile,maps/mp/_fx.gsc,18.3,18.3
950,common_mp,  rawfile,rawfile,maps/mp/_flashgrenades.gsc,3.0,3.0
951,common_mp,  rawfile,rawfile,maps/mp/_global_fx.gsc,2.8,2.8
952,common_mp,  rawfile,rawfile,maps/mp/_teargrenades.gsc,4.3,4.3
953,common_mp,  rawfile,rawfile,maps/mp/_entityheadicons.gsc,5.2,5.2
954,common_mp,  rawfile,rawfile,maps/mp/_helicopter.gsc,43.7,43.7
955,common_mp,  rawfile,rawfile,maps/mp/_load.gsc,18.4,18.4
956,common_mp,  rawfile,rawfile,maps/mp/_compass.gsc,2.3,2.3
957,common_mp,  rawfile,rawfile,maps/mp/_shutter.gsc,4.8,4.8
958,common_mp,  rawfile,rawfile,maps/mp/_utility.gsc,20.3,20.3
959,common_mp,  rawfile,rawfile,maps/mp/_destructables.gsc,2.2,2.2
960,common_mp,  rawfile,rawfile,maps/mp/_ac130.gsc,5.1,5.1
961,common_mp,  rawfile,rawfile,maps/mp/_menus.gsc,41.6,41.6
962,common_mp,  rawfile,rawfile,maps/mp/gametypes/_battlechatter_mp.gsc,5.0,5.0
963,common_mp,  rawfile,rawfile,maps/mp/gametypes/_callbacksetup.gsc,4.6,4.6
964,common_mp,  rawfile,rawfile,maps/mp/gametypes/_class.gsc,47.5,47.5
965,common_mp,  rawfile,rawfile,maps/mp/gametypes/_copter.gsc,23.4,23.4
966,common_mp,  rawfile,rawfile,maps/mp/gametypes/_damagefeedback.gsc,1.2,1.2
967,common_mp,  rawfile,rawfile,maps/mp/gametypes/_deathicons.gsc,1.5,1.5
968,common_mp,  rawfile,rawfile,maps/mp/gametypes/_dev.gsc,16.6,16.6
969,common_mp,  rawfile,rawfile,maps/mp/gametypes/_friendicons.gsc,2.7,2.7
970,common_mp,  rawfile,rawfile,maps/mp/gametypes/_globallogic.gsc,142.9,142.9
971,common_mp,  rawfile,rawfile,maps/mp/gametypes/_gameobjects.gsc,41.9,41.9
972,common_mp,  rawfile,rawfile,maps/mp/gametypes/_hardpoints.gsc,71.5,71.5
973,common_mp,  rawfile,rawfile,maps/mp/gametypes/_healthoverlay.gsc,3.6,3.6
974,common_mp,  rawfile,rawfile,maps/mp/gametypes/_hud_util.gsc,16.7,16.7
975,common_mp,  rawfile,rawfile,maps/mp/gametypes/_hud_message.gsc,17.4,17.4
976,common_mp,  rawfile,rawfile,maps/mp/gametypes/_hud.gsc,5.9,5.9
977,common_mp,  rawfile,rawfile,maps/mp/gametypes/_killcam.gsc,6.7,6.7
978,common_mp,  rawfile,rawfile,maps/mp/gametypes/_menus.gsc,10.0,10.0
979,common_mp,  rawfile,rawfile,maps/mp/gametypes/_missions.gsc,34.8,34.8
980,common_mp,  rawfile,rawfile,maps/mp/gametypes/_objpoints.gsc,4.0,4.0
981,common_mp,  rawfile,rawfile,maps/mp/gametypes/_oldschool.gsc,12.8,12.8
982,common_mp,  rawfile,rawfile,maps/mp/gametypes/_perplayer.gsc,5.9,5.9
983,common_mp,  rawfile,rawfile,maps/mp/gametypes/_persistence.gsc,1.5,1.5
984,common_mp,  rawfile,rawfile,maps/mp/gametypes/_quickmessages.gsc,5.8,5.8
985,common_mp,  rawfile,rawfile,maps/mp/gametypes/_rank.gsc,29.9,29.9
986,common_mp,  rawfile,rawfile,maps/mp/gametypes/_scoreboard.gsc,1.4,1.4
987,common_mp,  rawfile,rawfile,maps/mp/gametypes/_serversettings.gsc,4.4,4.4
988,common_mp,  rawfile,rawfile,maps/mp/gametypes/_shellshock.gsc,1.6,1.6
989,common_mp,  rawfile,rawfile,maps/mp/gametypes/_spawnlogic.gsc,45.4,45.4
990,common_mp,  rawfile,rawfile,maps/mp/gametypes/_spectating.gsc,2.8,2.8
991,common_mp,  rawfile,rawfile,maps/mp/gametypes/_teams.gsc,17.9,17.9
992,common_mp,  rawfile,rawfile,maps/mp/gametypes/_weapons.gsc,38.7,38.7
993,common_mp,  rawfile,rawfile,maps/mp/gametypes/dom.gsc,28.0,28.0
994,common_mp,  rawfile,rawfile,maps/mp/gametypes/sd.gsc,26.0,26.0
995,common_mp,  rawfile,rawfile,maps/mp/gametypes/war.gsc,5.1,5.1
996,common_mp,  rawfile,rawfile,maps/mp/gametypes/sab.gsc,21.8,21.8
997,common_mp,  rawfile,rawfile,maps/mp/gametypes/dm.gsc,4.2,4.2
998,common_mp,  rawfile,rawfile,maps/mp/gametypes/ctf.gsc,20.9,20.9
999,common_mp,  rawfile,rawfile,maps/mp/gametypes/koth.gsc,21.3,21.3
1000,common_mp,  rawfile,rawfile,maps/mp/gametypes/_tweakables.gsc,10.8,10.8
1001,common_mp,  rawfile,rawfile,maps/mp/_destructible.gsc,46.6,46.6
1002,common_mp,  rawfile,rawfile,maps/mp/_destructible_types.gsc,64.4,64.4
1003,common_mp,  techset,techset,sm2/mc_l_sm_skin_r0c0,14.3,14.3
1004,common_mp,  techset,techset,sm2/mc_l_hsm_skin_r0c0,7.8,7.8
1005,common_mp,  techset,techset,mc_l_sm_skin_r0c0n0s0,49.0,49.0
1006,common_mp,  techset,techset,mc_l_sm_skin_r0c0,34.3,34.3
1007,common_mp,  techset,techset,mc_l_sm_skin_r0c0s0,38.1,38.1
1008,common_mp,  techset,techset,mc_l_sm_skin_r0c0n0,33.9,33.9
1009,common_mp,  techset,techset,mc_l_hsm_skin_r0c0,15.1,15.1
1010,common_mp,  techset,techset,mc_l_hsm_skin_r0c0s0,19.1,19.1
1011,common_mp,  techset,techset,mc_l_hsm_skin_r0c0n0,17.0,17.0
1012,common_mp,  techset,techset,mc_l_hsm_skin_r0c0n0s0,21.1,21.1
1013,common_mp,  xmodel,xmodel,viewmodel_base_viewhands,143.0,143.5
1014,common_mp,  fx,fx,muzzleflashes/pistolflash_view,4.0,4.1
1015,common_mp,  fx,fx,muzzleflashes/pistolflash,2.2,2.4
1016,common_mp,  xmodel,xmodel,fx_pistol_shell,3.7,4.0
1017,common_mp,  xmodel,xmodel,fx_rifle_shell,2.7,2.7
1018,common_mp,  xmodel,xmodel,fx_rifle_shell_blur,2.7,2.9
1019,common_mp,  fx,fx,shellejects/rifle_view_blurred01,2.7,2.7
1020,common_mp,  fx,fx,shellejects/rifle_view_blurred02,2.7,2.7
1021,common_mp,  fx,fx,shellejects/rifle_view_blurred03,2.7,2.7
1022,common_mp,  xanim,xanim,viewmodel_default_idle,1.1,1.1
1023,common_mp,  xanim,xanim,viewmodel_default_fire,1.5,1.5
1024,common_mp,  xanim,xanim,viewmodel_default_pullout,2.4,2.4
1025,common_mp,  xanim,xanim,viewmodel_default_putaway,2.4,2.4
1026,common_mp,  xmodel,xmodel,viewmodel_desert_eagle,61.4,61.6
1027,common_mp,  xmodel,xmodel,fx_pistol_shell_blur,2.0,2.0
1028,common_mp,  fx,fx,shellejects/pistol_view_blurred01,2.7,2.7
1029,common_mp,  fx,fx,shellejects/pistol_view_blurred02,2.7,2.7
1030,common_mp,  fx,fx,shellejects/pistol_view_blurred03,2.7,2.7
1031,common_mp,  xmodel,xmodel,weapon_desert_eagle_silver,44.4,44.4
1032,common_mp,  xmodel,xmodel,viewmodel_knife,4.5,4.8
1033,common_mp,  xmodel,xmodel,weapon_parabolic_knife,8.8,8.8
1034,common_mp,  xanim,xanim,viewmodel_desert_eagle_idle,1.5,1.5
1035,common_mp,  xanim,xanim,viewmodel_desert_eagle_fire,2.9,2.9
1036,common_mp,  xanim,xanim,viewmodel_m4m203_knife_melee_1,5.9,5.9
1037,common_mp,  xanim,xanim,viewmodel_m4m203_knife_melee_2,6.2,6.2
1038,common_mp,  xanim,xanim,viewmodel_desert_eagle_reload,12.6,12.6
1039,common_mp,  xanim,xanim,viewmodel_desert_eagle_reload_empty,13.9,13.9
1040,common_mp,  xanim,xanim,viewmodel_desert_eagle_pullout,7.0,7.0
1041,common_mp,  xanim,xanim,viewmodel_desert_eagle_putaway,7.5,7.5
1042,common_mp,  xanim,xanim,viewmodel_desert_eagle_sprint_in,3.1,3.1
1043,common_mp,  xanim,xanim,viewmodel_desert_eagle_sprint_loop,3.8,3.8
1044,common_mp,  xanim,xanim,viewmodel_desert_eagle_sprint_out,3.2,3.2
1045,common_mp,  xanim,xanim,viewmodel_desert_eagle_ads_fire,2.8,2.8
1046,common_mp,  xmodel,xmodel,weapon_desert_eagle_gold,2.4,2.4
1047,common_mp,  xmodel,xmodel,viewmodel_beretta_mp,65.9,66.3
1048,common_mp,  fx,fx,muzzleflashes/beretta_flash_view,4.0,4.0
1049,common_mp,  fx,fx,muzzleflashes/beretta_flash_wv_a,4.0,4.0
1050,common_mp,  fx,fx,muzzleflashes/beretta_flash_wv_b,4.0,4.0
1051,common_mp,  fx,fx,muzzleflashes/beretta_flash_wv_c,4.0,4.0
1052,common_mp,  xmodel,xmodel,weapon_beretta,48.7,48.8
1053,common_mp,  xanim,xanim,viewmodel_beretta_idle,1.5,1.5
1054,common_mp,  xanim,xanim,viewmodel_beretta_fire,3.2,3.2
1055,common_mp,  xanim,xanim,viewmodel_beretta_lastfire,2.7,2.7
1056,common_mp,  xanim,xanim,viewmodel_beretta_reload,11.9,11.9
1057,common_mp,  xanim,xanim,viewmodel_beretta_reload_empty2,13.5,13.5
1058,common_mp,  xanim,xanim,viewmodel_beretta_pullout,6.8,6.8
1059,common_mp,  xanim,xanim,viewmodel_beretta_putaway,7.2,7.2
1060,common_mp,  xanim,xanim,viewmodel_beretta_pullout_empty,6.9,6.9
1061,common_mp,  xanim,xanim,viewmodel_beretta_putaway_empty,7.5,7.5
1062,common_mp,  xanim,xanim,viewmodel_beretta_sprint_in,3.2,3.2
1063,common_mp,  xanim,xanim,viewmodel_beretta_sprint_loop,3.2,3.2
1064,common_mp,  xanim,xanim,viewmodel_beretta_sprint_out,3.2,3.2
1065,common_mp,  xanim,xanim,viewmodel_beretta_fire_ads,2.6,2.6
1066,common_mp,  xmodel,xmodel,viewmodel_beretta_and_silencer_mp,71.3,71.6
1067,common_mp,  fx,fx,muzzleflashes/m4m203_silencer,1.1,1.1
1068,common_mp,  xmodel,xmodel,weapon_beretta_silencer,52.0,52.0
1069,common_mp,  xmodel,xmodel,viewmodel_usp_mp,69.0,69.5
1070,common_mp,  fx,fx,muzzleflashes/usp_flash_view,4.0,4.0
1071,common_mp,  xmodel,xmodel,weapon_usp,63.3,63.3
1072,common_mp,  xanim,xanim,viewmodel_usp_idle,1.5,1.5
1073,common_mp,  xanim,xanim,viewmodel_usp_fire,2.8,2.8
1074,common_mp,  xanim,xanim,viewmodel_usp_lastfire,2.7,2.7
1075,common_mp,  xanim,xanim,viewmodel_usp_reload,10.1,10.1
1076,common_mp,  xanim,xanim,viewmodel_usp_reload_empty,11.1,11.1
1077,common_mp,  xanim,xanim,viewmodel_usp_pullout2,6.8,6.8
1078,common_mp,  xanim,xanim,viewmodel_usp_putaway,7.4,7.4
1079,common_mp,  xanim,xanim,viewmodel_usp_sprint_in,3.2,3.2
1080,common_mp,  xanim,xanim,viewmodel_usp_sprint_loop,3.3,3.3
1081,common_mp,  xanim,xanim,viewmodel_usp_sprint_out,3.3,3.3
1082,common_mp,  xanim,xanim,viewmodel_usp_fire_ads,2.8,2.8
1083,common_mp,  xmodel,xmodel,viewmodel_usp_silencer_mp,74.7,74.7
1084,common_mp,  xmodel,xmodel,weapon_usp_silencer,150.7,150.7
1085,common_mp,  xmodel,xmodel,viewmodel_colt45_mp,48.7,48.9
1086,common_mp,  xmodel,xmodel,weapon_colt1911_black,56.2,56.2
1087,common_mp,  xanim,xanim,viewmodel_colt45_idle,1.6,1.6
1088,common_mp,  xanim,xanim,viewmodel_colt45_fire,2.8,2.8
1089,common_mp,  xanim,xanim,viewmodel_colt45_lastfire,2.7,2.7
